win,first_blood,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,tower_kills_team_1,inhibitor_kills_team_1,baron_kills_team_1,dragon_kills_team_1,vilemaw_kills_team_1,rift_herald_kills_team_1,tower_kills_team_2,inhibitor_kills_team_2,baron_kills_team_2,dragon_kills_team_2,vilemaw_kills_team_2,rift_herald_kills_team_2,kills_top_team_1,assists_top_team_1,deaths_top_team_1,gold_earned_20m_top_team_1,cs_20m_top_team_1,xp_20m_top_team_1,damege_taken_20m_top_team_1,kills_middle_team_1,assists_middle_team_1,deaths_middle_team_1,gold_earned_20m_middle_team_1,cs_20m_middle_team_1,xp_20m_middle_team_1,damege_taken_20m_middle_team_1,kills_jungle_team_1,assists_jungle_team_1,deaths_jungle_team_1,gold_earned_20m_jungle_team_1,cs_20m_jungle_team_1,xp_20m_jungle_team_1,damege_taken_20m_jungle_team_1,kills_bottom_duo_support_team_1,assists_bottom_duo_support_team_1,deaths_bottom_duo_support_team_1,gold_earned_20m_bottom_duo_support_team_1,cs_20m_bottom_duo_support_team_1,xp_20m_bottom_duo_support_team_1,damege_taken_20m_bottom_duo_support_team_1,kills_bottom_duo_carry_team_1,assists_bottom_duo_carry_team_1,deaths_bottom_duo_carry_team_1,gold_earned_20m_bottom_duo_carry_team_1,cs_20m_bottom_duo_carry_team_1,xp_20m_bottom_duo_carry_team_1,damege_taken_20m_bottom_duo_carry_team_1,kills_top_team_2,assists_top_team_2,deaths_top_team_2,gold_earned_20m_top_team_2,cs_20m_top_team_2,xp_20m_top_team_2,damege_taken_20m_top_team_2,kills_middle_team_2,assists_middle_team_2,deaths_middle_team_2,gold_earned_20m_middle_team_2,cs_20m_middle_team_2,xp_20m_middle_team_2,damege_taken_20m_middle_team_2,kills_jungle_team_2,assists_jungle_team_2,deaths_jungle_team_2,gold_earned_20m_jungle_team_2,cs_20m_jungle_team_2,xp_20m_jungle_team_2,damege_taken_20m_jungle_team_2,kills_bottom_duo_support_team_2,assists_bottom_duo_support_team_2,deaths_bottom_duo_support_team_2,gold_earned_20m_bottom_duo_support_team_2,cs_20m_bottom_duo_support_team_2,xp_20m_bottom_duo_support_team_2,damege_taken_20m_bottom_duo_support_team_2,kills_bottom_duo_carry_team_2,assists_bottom_duo_carry_team_2,deaths_bottom_duo_carry_team_2,gold_earned_20m_bottom_duo_carry_team_2,cs_20m_bottom_duo_carry_team_2,xp_20m_bottom_duo_carry_team_2,damege_taken_20m_bottom_duo_carry_team_2
2,1,0,1,1,2,1,8,1,1,1,0,1,7,1,0,3,0,0,6,8,7,443.3,7.3,581.8,680.1,12,6,5,520.7,3.9,508.4,496.1,8,14,7,413.2,0.1,506,1231.6,2,12,11,322.2,1.6,378.4,550.1,10,11,6,531.2,8.4,466.4,752.7,10,9,7,412.6,6.8,544.9,939,9,12,6,562.9,7.3,537.5,1065.9,10,14,8,294.6,1,272.2,1326.5,4,20,9,254.3,0.6,252.7,412.7,3,10,8,336.6,7.3,440.4,652.1
2,1,0,1,1,2,1,8,1,1,1,0,1,7,1,0,3,0,0,6,8,7,443.3,7.3,581.8,680.1,12,6,5,520.7,3.9,508.4,496.1,8,14,7,413.2,0.1,506,1231.6,2,12,11,322.2,1.6,378.4,550.1,10,11,6,531.2,8.4,466.4,752.7,10,9,7,412.6,6.8,544.9,939,9,12,6,562.9,7.3,537.5,1065.9,10,14,8,294.6,1,272.2,1326.5,4,20,9,254.3,0.6,252.7,412.7,3,10,8,336.6,7.3,440.4,652.1
1,1,0,1,1,2,1,11,3,1,2,0,1,1,0,0,2,0,0,4,7,1,523.8,7.4,513.4,528,5,5,4,491.1,7.9,491,568.3,8,6,1,448.1,1.8,582.5,567.7,2,11,8,242.9,1.7,241.5,711.7,10,11,8,475.5,7.8,492.2,729.9,1,1,3,280.7,6.2,417,724.8,8,5,7,451.7,7.3,587.7,1197.9,7,8,6,400.7,1.5,450.4,925,3,11,8,271.3,0.7,371.1,451.9,3,7,5,365,6.1,372.4,542.6
1,1,2,2,2,1,2,8,1,1,4,0,1,5,1,1,1,0,1,13,7,3,518.8,8.9,536.6,329.2,4,5,10,424.7,7.2,482.7,788.7,5,6,5,338,0.6,447.8,1100.4,2,19,3,256.4,1.2,344.4,456.6,10,7,5,564.3,9.8,490,344.9,1,9,6,338.3,7,435.4,512,5,10,5,588.7,10.4,616.2,888.7,14,6,4,367.1,0.4,454.5,1033.1,1,15,11,235,1.1,313.5,428.6,5,4,8,434,6.6,415.9,282.3
2,2,0,2,2,2,1,3,0,0,0,0,2,8,1,2,5,0,0,1,3,4,261.1,5.7,362.7,590.2,6,6,5,314.6,6.9,360.5,574.8,2,7,11,351.3,0.7,416.2,995.3,2,16,7,313,1.2,275.9,675.4,10,7,7,485.8,5.8,408.2,748.7,5,9,2,618.9,8.6,572.6,726,6,16,1,434.9,8.1,549.6,509.8,9,10,5,474.6,1.4,543.8,1131.9,3,13,8,253.2,1.3,302.3,453.8,11,10,5,459,6.5,439,635.1
2,2,0,1,2,2,1,5,1,0,0,0,1,7,1,1,4,0,0,6,0,6,428.6,8.6,476.7,1088.9,6,1,7,444.1,7.3,605.9,1179.7,0,2,11,314.4,0.9,454.4,1132.2,2,14,8,411.5,0.2,412.6,594.9,10,3,5,685,7.3,589,1067,6,6,8,388.1,6.3,464.1,1015.7,4,10,5,348,6.4,460.4,697.4,20,6,1,733.7,3.3,707.3,954.9,2,19,5,284.1,0.5,393.1,523.5,5,10,5,438,8.4,447,593.7
1,1,0,1,1,1,2,9,5,1,4,0,0,3,0,1,2,0,2,3,3,11,456.9,8.8,596.5,712.8,5,6,9,493.8,7.2,548.5,561.8,10,7,4,467,1.6,578.7,1239.7,1,12,8,333,1.8,304.7,836.2,10,6,6,497,8.5,424.9,600,14,12,2,555.1,8.7,688.1,1022.1,3,13,10,442.2,7.8,467.3,821.6,8,5,8,288.2,1.2,411.8,1161.3,1,18,4,260.8,1.1,454,510.5,12,7,6,597.3,7.9,527.6,754.6
1,1,0,1,2,1,1,10,2,0,4,0,1,4,0,1,2,0,1,20,5,6,815.1,5.5,519.2,635.2,2,12,9,406.2,7.9,499.9,896.4,8,8,6,476.4,1.9,454.3,1379.3,1,29,3,328.8,1.3,383.2,538.1,10,8,9,421.5,7.7,445.2,897.5,4,9,6,405.2,6.7,534.6,556.8,11,10,11,449.2,8.4,602.3,1061.3,13,10,9,449,0.7,442.3,1173,3,18,8,281.9,1.5,295.6,692.7,2,17,7,329.2,5.5,438.2,586.2
2,1,2,2,2,2,1,6,0,0,1,0,1,8,1,1,3,0,0,8,9,10,488.3,7,535.4,835.3,10,8,8,522.2,7,545.7,930.7,4,20,9,357.1,0.3,458,1121.7,11,8,11,526.8,0.9,323.6,742,9,8,8,452.9,6.7,533.8,623.8,8,9,10,386.8,6.9,514.4,620.1,10,8,7,432.1,5.4,459.4,842.3,14,18,8,499.4,1,487.2,1061.2,2,27,8,340.2,0.6,330.6,536.6,12,14,9,447.8,7.3,490.5,491.9
1,1,0,1,2,1,1,10,1,0,2,0,1,0,0,1,0,0,0,2,14,6,384.7,5.2,507.9,1023.2,12,11,3,657.5,9.4,744.7,517.7,15,9,5,478.4,1.4,544.3,1521.7,10,9,7,446.9,2.1,476.9,672.2,9,18,4,603.5,9.8,599.6,411.7,6,7,7,429.3,7.2,609.6,1368,3,2,8,311.9,7.5,430.1,734.4,6,5,11,440.2,0.9,557.6,1137.4,3,9,16,282.7,0.8,333.1,1091.9,7,7,6,365.7,8,444.5,326.5
1,1,0,1,1,2,2,11,3,1,2,0,0,2,0,0,1,0,1,1,1,1,405.3,8.6,566.7,821,1,5,2,316.6,5.9,369.6,502.4,7,5,1,430.6,2.2,538.4,844.9,6,7,1,317.5,1.5,343.3,370.9,9,6,1,572.1,11.1,634.8,427.9,0,1,5,402.8,8.6,540.4,938.6,3,3,3,563.7,10.4,611.9,387,2,1,5,324.8,1.3,403.6,710.5,0,4,5,265.9,0.5,268.7,443.9,1,1,6,320.3,7.2,424.2,452.7
1,1,0,1,1,2,1,11,2,1,1,0,1,3,0,0,1,0,0,5,3,3,512.8,8,633.1,639.7,4,5,3,423.2,7.7,487.9,572.5,11,9,1,517.4,2.5,588,735.1,5,16,2,420.2,0.9,363,223.9,9,4,5,517.6,8.5,593.2,540.2,4,0,5,514.4,7.1,515.6,1089.3,3,2,4,460.3,10.1,607.7,670,4,3,4,385.4,0.7,394.8,979.6,2,6,12,256.8,0.1,361.4,656.2,1,4,9,408.5,8.6,541,729.3
1,1,0,1,0,2,2,8,1,0,2,0,0,2,0,0,1,0,1,7,6,4,451.2,4.8,451.8,1069.1,3,1,4,413.4,7.6,607.8,1047.8,11,6,4,467.1,0.8,558,726.6,3,14,1,415.8,2,407.9,191.9,9,7,2,590.3,9,627.2,572.3,0,2,7,363,5.9,480.5,980,10,3,6,516.7,4.7,456.1,876.8,2,4,8,359.3,1.9,485.6,1208.4,1,6,8,258.8,1.6,393.5,643.6,2,3,4,432,9.5,479.2,540.3
1,2,0,0,1,1,2,5,0,1,3,0,1,1,0,0,0,0,1,2,7,6,387.5,6.1,487.7,818.2,8,12,4,601.1,10.8,741.9,833.2,15,5,2,649.3,0.9,568.9,1138.9,2,19,3,354.9,2,485.9,464.6,9,9,4,485.5,7.4,448.8,589.5,3,1,6,398.1,6.8,455.4,849.5,2,4,7,307.5,7.1,430,884,8,5,5,511.2,1.3,546.7,1012.3,0,7,9,229.3,0.6,257,757.2,6,2,9,451.4,6.1,355.4,908.6
2,1,0,2,2,2,1,8,2,1,3,0,1,7,2,2,3,0,1,8,11,7,287,6.2,365.9,816.7,16,7,9,438,7.2,457.7,1272.1,13,12,9,400.4,0.6,415.3,1264.9,2,23,10,262.2,1.8,374.1,399.3,9,7,12,474.8,8.2,424.5,955.4,6,19,9,456,6.2,485.6,765.9,2,20,7,386.5,8.6,535.2,498.4,21,12,7,482.8,1,562,1120.1,4,23,15,322.6,1.5,417.9,656.5,14,16,10,525.9,5.6,475.2,675.1
2,2,0,1,1,2,1,10,3,1,3,0,1,5,1,1,2,0,0,4,3,8,292.9,6.2,443.7,842.6,12,10,7,591.4,8.4,636.5,593.3,13,7,8,506.5,1,600.9,1227,2,18,6,344.8,0.8,450.1,384,9,10,9,598.8,11.3,655.6,647,6,17,4,356.4,7.6,613.1,1135,10,9,11,422.3,4.2,370.9,881.2,9,6,11,336.5,2.3,434.9,895.6,2,27,5,226.9,0.7,456.1,476.5,11,15,9,301.9,7.1,405.6,1008
2,2,0,2,2,1,1,5,0,0,4,0,2,6,1,1,0,0,0,11,9,7,548.1,5.6,492.1,894.2,2,6,8,389.9,7.1,528.5,596,11,3,10,432.2,0.3,480.6,1372.5,2,12,5,271.2,0.7,281,544.2,9,5,7,519.8,6.5,483.8,545.5,0,0,5,127.4,0,0,0,14,8,9,510.1,11.1,614.9,1034,10,15,6,446.6,4.3,590.6,886,0,18,7,235.1,2.5,323.9,600,13,13,8,531.6,7.9,561.1,676.7
1,1,0,1,1,1,1,10,2,1,3,0,2,2,0,0,1,0,0,6,10,6,478.7,7.1,561.9,1061.5,11,9,1,588.2,5.9,507.2,751.2,10,12,2,508.3,1.4,529,1352.5,2,14,8,326.9,1.1,353.4,758.6,9,13,4,358.7,7.6,489.1,440.2,3,3,9,394.2,6.1,537.2,1438.2,2,6,6,332.8,6.8,456.3,833.3,10,1,9,375.7,0.8,382.6,991.5,2,9,7,298.9,1.4,243.8,606.8,4,8,7,366.6,6.5,401.3,632.4
2,2,0,1,1,1,1,7,3,2,3,0,2,9,2,0,3,0,0,5,10,11,415.8,6.4,606.8,824.4,9,13,5,676.2,8.7,546.5,647.5,10,7,7,475.3,1.7,451.9,1014.1,2,24,6,269.4,1.5,389,437,9,8,7,342.6,6.5,420.4,442.2,10,11,6,457.4,8.2,544.9,758.4,9,6,9,400.3,7.7,498.5,1047.9,10,14,5,447.3,1.2,523.3,1030.5,5,12,5,213,1.3,376.3,305.9,2,12,11,356,8.8,467.3,432.5
1,2,0,1,1,1,1,10,2,1,3,0,1,5,0,0,1,0,0,7,4,9,398.3,6.4,444.9,813.2,10,10,4,517.1,5.4,528.9,566,7,4,3,515.9,1.6,541.1,959.7,2,16,4,379.2,0.9,344.4,228.4,9,9,8,503.2,8.3,558,1004.5,10,3,6,574.4,11.1,635,669.1,4,5,6,336.1,3.9,355.4,875.4,7,8,7,571.5,1.2,499.9,1206.3,2,10,8,294.4,0.1,295.9,728.3,4,7,8,460.7,7,421.5,719.5
2,2,2,2,2,2,2,2,0,0,0,0,0,8,1,1,2,0,1,2,5,4,395,7.7,555.4,791.9,5,4,5,371.4,7.8,442.8,1077.1,4,3,5,311.2,0.6,356,855.7,2,8,7,273.8,1.6,402.2,973.6,9,5,4,657.3,7.4,576.2,626.1,3,7,4,493.9,8.9,595.8,398.9,8,2,3,491.6,5.5,535.2,741.3,10,6,4,573.9,2.1,708.7,1416.7,1,14,5,293.6,0.4,448.8,572.5,3,10,6,509.3,6.9,528.6,886.4
1,1,0,1,1,1,1,8,1,1,2,0,1,0,0,0,1,0,0,1,1,7,298.7,6.8,406.5,583.8,11,3,4,498.6,8.9,546.3,873,3,11,4,413.5,0.1,573.1,1177.3,2,11,5,253.5,0.4,189.3,456.5,9,7,4,537.4,8.8,462.1,559.2,6,9,5,454.1,8.1,543.1,856.5,10,5,5,363.6,6,386.8,796.2,5,4,6,344,1,532.1,772.1,1,14,5,253.1,0.5,282.6,539.3,2,7,5,353.4,5.5,366.6,385.3
1,2,0,2,2,1,0,9,1,1,2,0,0,5,1,1,2,0,0,3,2,7,340,5.1,331.2,995.7,8,10,3,323.3,5.1,383.7,909.6,17,9,5,523.5,1.6,531.4,1175.2,1,17,10,249.5,1.1,327.5,829.7,9,11,9,574.8,8.5,547.8,649.6,14,8,9,589.2,5.1,598.5,781.4,0,15,8,357.7,5.3,498,863.1,7,14,3,479.8,1,520.2,842,6,10,11,332.6,1.1,339.7,432.7,7,7,7,529.3,7.1,491.3,536
1,1,0,1,2,1,1,8,1,0,3,0,1,7,0,1,1,0,0,7,9,9,403.8,4.8,455.4,722.6,7,12,4,500.1,9.1,533.7,588.3,14,11,5,643.1,2,635.7,1223.1,1,16,4,316.4,0.5,406.9,354.2,9,10,6,553.9,8.3,488.4,431.7,5,6,9,364.5,6.5,499.9,1195.4,8,9,9,592.9,9.6,677.1,1011.6,9,7,6,418.7,0.9,333.4,913.6,1,14,7,243.3,0.3,314.8,311.1,5,10,7,464,8.3,473.6,734.9
1,1,0,1,1,1,1,7,1,1,4,0,2,2,0,0,0,0,0,10,5,8,501.8,7.9,570.3,1358.7,4,3,8,333.8,7.9,435.3,716.1,10,2,4,468.4,1.6,530.7,1212.5,1,14,1,240.3,0.8,282,453.8,9,5,1,523.7,9.7,561.8,334.1,7,3,9,549.5,9.4,715.5,1263.6,8,2,6,501.7,8,676.9,672.8,1,8,8,358.6,1.3,447.7,1342.9,2,9,6,223.9,0.5,263.9,331.6,4,2,5,407.6,6,440.1,611.1
1,2,2,1,1,2,2,9,1,2,3,0,1,3,0,0,3,0,1,8,6,9,434.6,6.3,478.1,1137.8,7,9,5,461.4,7.5,568.4,949.5,8,7,3,434.2,0.1,423.4,1041.2,1,17,5,250.1,1.2,272.1,429.9,9,10,6,438.1,8.4,455.3,408.9,6,13,10,518.3,5,460.5,1497.4,7,10,4,414.7,5.7,477.8,1023.5,7,8,5,396.1,1.2,493.7,973.5,1,12,8,227.2,0.8,256.9,391.4,7,8,6,475.4,7.6,458.9,595.3
2,1,2,2,2,1,2,4,0,0,1,0,0,8,1,1,4,0,2,3,5,6,385,8,545.8,446.8,9,3,13,411.2,7,518.5,1315.9,8,11,7,426.3,2.5,503.3,1134.3,1,15,5,266.3,2,360.5,801.8,9,11,6,386.5,6.6,379.1,788,6,10,6,467.1,8.2,570.9,1495.4,9,14,4,397.1,5.6,428.6,612.9,5,17,6,399,0.2,476.2,1026.2,8,19,6,446.7,1.3,430.6,390,9,9,8,452.8,8,426.2,619
1,1,2,0,1,2,2,4,0,1,2,0,0,2,0,0,2,0,1,6,7,4,439.5,8,536.3,845.7,0,7,2,324.1,6.4,424.3,465.7,6,9,1,560,1.5,669.9,1403.9,1,15,2,259.1,1.1,454.7,654,9,7,2,506.9,6.5,505.6,738.2,2,2,6,312.7,5.1,360.5,664.5,3,3,5,376.2,6.5,381.4,1037.6,2,1,3,334.3,1.7,486.2,1132.4,2,4,5,301,1.1,322.6,580.4,2,0,3,448.3,9.8,501.4,558.8
2,1,0,2,1,1,1,5,0,1,4,0,1,8,2,1,1,0,0,3,7,7,353.2,6.1,466.6,779.6,3,3,3,472.9,7.4,483.3,432.1,6,8,6,436.9,0.7,491.7,1127.4,1,12,8,303.3,1.1,339,663.7,9,9,6,576.6,6.2,476.6,487.4,2,6,7,348,7.4,466.7,952.4,7,3,3,474.2,9.6,570.8,555.4,16,4,5,497.9,1.1,537.2,1057.4,2,16,4,277.4,1.1,323.4,346,3,16,3,492.3,9.7,475.7,519.2
2,2,2,2,0,1,2,2,0,0,2,0,0,9,1,0,0,0,1,8,5,11,372.5,5.6,465.1,1170.4,4,0,3,361.5,7.7,412.9,372.3,5,6,9,295.6,0.6,351.8,921.5,1,10,9,252.5,1.3,307.4,879.2,9,6,7,524,8.5,498.9,794.1,8,15,9,572.6,7.1,552.3,819.4,13,11,1,574.3,9.1,653.5,550.6,3,12,5,498.8,1.4,640,909.8,10,5,6,567.7,1.4,378.2,561.4,4,12,7,456.4,7.8,552.8,419.2
1,1,2,1,1,1,1,9,1,1,2,0,1,2,0,0,1,0,0,4,9,1,471,8.5,565.6,645.9,3,10,3,391.5,6.6,434.9,603.9,9,8,1,443.2,1.9,483.1,556,0,17,2,273.7,0.4,319.8,240.6,9,4,3,482.9,10,485.7,688.4,1,0,4,284.4,6.5,412.2,663.9,4,0,3,491.9,9.6,537.3,631.1,2,2,8,312.6,0.7,426.8,893.9,1,3,7,235.2,1.8,279.6,691.1,2,3,3,412.7,9.3,478.2,445.7
1,1,2,2,1,1,2,9,1,1,3,0,0,7,1,0,1,0,1,3,7,7,341.3,5.2,349.5,665.4,10,3,3,444.6,7.1,527.5,763.9,5,8,5,556.8,1.6,725.5,876.4,0,12,4,268.1,2.7,358.4,606.2,9,9,4,476.8,7.5,464.3,679.7,6,7,2,603.4,10,606.1,1278.8,2,6,6,421,7.6,526.1,722.2,9,3,6,375.2,0.9,409.8,903,2,4,6,207.4,2,237.1,745.3,4,5,7,386.7,6.5,375.7,624.9
1,1,2,2,2,1,2,7,1,1,1,0,0,7,1,1,4,0,1,19,2,4,479.2,8.7,531.1,796.4,3,10,9,268.8,5.5,339.3,769.3,2,9,9,256.2,0.8,297,946.1,0,23,6,254.2,2.6,358.9,805.9,9,18,8,450.5,7.6,401.2,775.2,7,3,7,444.5,7.2,471.5,475.8,11,5,5,695.7,9.5,771.9,757,8,8,4,549.1,2,541.4,658.3,2,15,8,335.5,0.6,368,666.8,8,7,9,544.4,6.8,503.5,787.5
1,1,0,2,1,2,2,6,1,1,0,0,0,7,1,0,2,0,1,6,12,7,450.3,7.5,472,972.2,14,13,8,423.7,6.8,507.8,1022.4,13,16,9,503.7,1.1,548.7,1276.9,5,24,10,357.9,1.8,418.4,873.5,8,13,9,395.6,6.7,431.4,707.3,6,11,8,495,6.8,667.9,826.9,6,13,11,488.9,5.5,489.1,704.8,15,14,10,569.4,1.5,487.6,1129.5,4,32,6,292.3,0.8,400,1066,12,22,11,567.8,6.6,612.6,833.4
2,2,0,1,2,1,1,6,1,0,4,0,1,8,2,2,1,0,0,9,5,6,504.1,9.5,608,874.2,7,7,9,387.1,6.4,465.8,1302.9,3,8,12,250,0.5,318.7,1097.3,5,17,6,372.8,1.2,388.2,698.5,8,8,5,515.5,8.2,455.3,750.5,15,8,5,545.9,6.6,532.6,1257.4,4,10,7,415.3,8.4,580.2,783.4,14,15,5,648.2,2.3,633.2,1452.7,2,25,4,351.4,0,416.4,464,3,8,11,320.6,6.6,411.4,860.3
2,2,0,1,2,1,1,6,1,0,4,0,1,8,2,2,1,0,0,9,5,6,504.1,9.5,608,874.2,7,7,9,387.1,6.4,465.8,1302.9,3,8,12,250,0.5,318.7,1097.3,5,17,6,372.8,1.2,388.2,698.5,8,8,5,515.5,8.2,455.3,750.5,15,8,5,545.9,6.6,532.6,1257.4,4,10,7,415.3,8.4,580.2,783.4,14,15,5,648.2,2.3,633.2,1452.7,2,25,4,351.4,0,416.4,464,3,8,11,320.6,6.6,411.4,860.3
2,2,0,2,2,2,1,6,0,0,3,0,2,11,4,2,2,0,0,12,23,11,579.1,2.8,411.3,1262.9,8,9,10,481.7,6.9,476.3,590.2,18,11,12,541.4,1.8,574.2,772,4,27,9,355.1,0.5,461.2,175.7,8,15,9,384.3,7.1,506.3,748.2,7,9,12,381.8,5.9,407.7,1106.7,15,11,11,384.1,7.3,548.5,779.6,15,12,10,473,0.8,516.3,1084.2,2,19,11,318.4,1.4,366.7,978.1,12,11,6,448.1,9,447.6,790.3
2,1,2,2,2,1,2,3,0,0,1,0,0,10,2,1,2,0,1,4,7,9,305.1,6.2,418.3,685.1,6,9,8,476.7,8.3,514.7,666.4,12,10,7,431.5,1,484.4,918.5,4,21,6,307.4,2.2,402.5,539.7,8,12,10,431.1,6.7,464.3,708.6,19,8,2,638.8,9.9,665,1076.5,9,13,7,429.3,5.7,459.8,889.3,2,22,7,375.2,0.2,539.7,316.9,1,16,10,270.3,1.3,348.2,728.8,9,10,8,432.9,7.2,348.4,732.4
1,1,2,1,1,2,2,7,1,2,1,0,0,4,0,0,5,0,1,16,8,6,360.5,6.7,530.7,801.6,8,4,3,380.9,9,550.1,883.3,9,11,7,363.9,0.7,425.6,1223.6,4,19,7,278.7,1.1,361.2,422.3,8,16,9,458.5,8.4,453.2,700.2,3,4,12,437.1,8.5,584.9,1163.6,4,8,8,432.6,7.7,571.5,451.2,7,14,7,483.9,0,634.3,1070.2,9,8,12,374.4,0.8,405.4,649.5,9,9,6,393.1,8.3,412.6,562
1,1,0,1,1,1,1,10,2,1,3,0,1,0,0,0,0,0,0,6,1,3,446.4,8.7,539.5,485.5,6,6,6,432.5,5.6,473.4,786.3,9,8,1,497.1,1.5,599.6,992.5,4,13,3,370.9,0.7,378.6,676.6,8,9,1,663.1,11.1,716.2,612.7,3,2,7,309.4,6.1,387,948.9,6,4,5,385.9,5.2,405.7,825.7,3,5,9,281,2,390.6,949.8,1,8,6,225.8,1.6,309.9,347.8,1,5,6,299.4,7.8,415.3,627.4
1,1,0,1,1,2,0,7,1,1,1,0,0,2,0,0,2,0,0,4,9,3,371.4,5.6,646,740.3,11,7,4,503.9,6.1,556.2,497.5,7,19,1,491.3,2.6,628.9,1068.1,4,20,1,407.1,1.6,514.4,372.2,8,9,2,580.6,6.3,506.6,569.6,5,2,7,464.9,8.5,510.4,1761.7,1,2,8,277.2,3.5,277.5,924.7,4,3,7,455.2,1.7,556.7,1198.5,0,6,6,273.9,1.2,345.3,609,1,4,7,381,7.8,451.6,853.5
2,2,0,0,0,2,1,3,0,0,0,0,1,5,0,0,4,0,0,4,7,6,364.2,4.9,364,1507.3,4,8,10,423.8,7.6,553.3,973.3,6,4,7,402.9,1.4,402.2,711.8,4,13,9,334.1,2.5,383,823.1,8,10,5,538.6,4.7,446.8,751.6,5,12,4,517,6.9,511.6,872.9,6,9,8,439.2,7.7,597.9,1299.7,18,8,2,604.6,2.4,631.9,1327.2,3,19,5,282.2,1.1,388.1,711.8,5,7,7,537.1,7.8,571.3,1123.5
1,1,2,1,2,1,2,10,3,0,5,0,0,5,0,1,0,0,1,7,7,6,484.5,10.1,571,1135.7,6,14,5,471.6,4.7,524.5,621.7,16,9,4,567.4,2.2,624.1,1175.2,3,18,4,352.7,0.8,327.4,303.8,8,10,9,401,7,451.5,611.4,8,5,4,462.7,9.2,586.1,899.7,5,11,9,298.8,6.6,369.1,649.5,5,9,8,382.9,1.1,441.7,1075.1,0,12,10,232.3,0.8,369.5,686,10,11,9,489.4,7.5,527.2,551.9
1,2,0,1,1,2,1,10,2,1,2,0,1,1,0,0,1,0,0,1,6,2,391.9,7,572.5,1016,4,6,4,503.6,6.6,581.5,808.3,12,6,4,521.4,2,622.3,1065.9,3,11,2,400,1.8,396.3,755.1,8,8,1,500.1,5.4,445.5,593.2,5,1,6,357.2,6.4,451.8,713.3,3,2,5,422.7,6.9,470,987.7,3,6,5,434.2,1.1,528,1209.7,0,5,6,284.3,1.8,367.5,423.5,2,4,6,301.8,5.6,416.7,572.3
1,2,0,1,1,2,1,10,2,1,2,0,1,1,0,0,1,0,0,1,6,2,391.9,7,572.5,1016,4,6,4,503.6,6.6,581.5,808.3,12,6,4,521.4,2,622.3,1065.9,3,11,2,400,1.8,396.3,755.1,8,8,1,500.1,5.4,445.5,593.2,5,1,6,357.2,6.4,451.8,713.3,3,2,5,422.7,6.9,470,987.7,3,6,5,434.2,1.1,528,1209.7,0,5,6,284.3,1.8,367.5,423.5,2,4,6,301.8,5.6,416.7,572.3
1,2,0,2,1,1,1,8,1,2,4,0,1,8,1,0,0,0,0,9,6,7,374.5,7.3,493,685.5,20,6,8,469.3,5.2,509.9,919.3,10,22,6,599.1,2.4,652.8,1086.1,3,21,10,364.1,1.7,397.8,798.9,8,12,7,390.3,6.3,396.9,681,3,8,13,460.4,8.2,576,800.4,4,14,7,657.9,10.1,714.7,924,11,8,13,486.1,1.4,492.3,1048.7,12,9,9,509.1,0.6,397,667.8,8,10,8,465.8,5.3,463.4,493.7
2,1,2,2,2,1,2,0,0,0,1,0,0,11,3,1,3,0,1,3,9,11,320.9,5.6,442.2,1370.4,7,8,2,581.9,7.9,594.7,836.8,7,7,11,374.5,1,345,881,3,18,7,285.9,0.9,395.5,505.3,8,11,9,520.1,6.8,566.6,781.7,10,6,5,583.2,8.5,619.5,734.9,7,8,2,515.2,8.6,540.3,569,6,15,3,574.2,1.4,615.5,1212.1,3,19,9,340.5,1.8,384.2,878.9,14,7,9,560.8,7.2,490,656
2,1,0,2,1,1,1,5,0,1,2,0,1,11,2,1,4,0,0,4,6,4,409.5,9.2,516.7,715,11,4,7,696.7,9.1,656.4,689.2,5,18,8,483.2,2.5,575.9,1301.6,3,14,8,334.5,0.8,393.2,467.3,8,6,12,359.5,7.3,464.2,728.5,9,7,5,347.2,6.5,539,920.9,1,13,6,334.2,6.8,465.6,428.8,12,12,8,414.1,1.7,397.9,878.6,5,22,7,396.8,0.8,404.9,438,12,12,5,408.3,8.8,453.1,445.5
2,2,2,2,2,1,2,5,0,0,2,0,0,7,1,1,2,0,2,3,9,6,551.2,7.5,496.1,810.4,9,5,8,448,5.9,504.9,836.5,4,13,7,350.7,0.6,434.8,923.1,3,15,10,302.3,0.8,323.9,548.9,8,7,5,550.8,6.2,447.4,547.6,3,14,5,395.6,4.6,371.3,866.8,12,9,2,587.1,7,543.4,1075.4,11,9,5,434.6,1,475.3,930.4,2,11,7,297.4,1.4,337.7,782.2,8,9,8,408.7,7.2,400.1,841.8
1,1,0,1,1,2,2,7,1,1,2,0,0,2,0,0,1,0,1,10,4,3,550.3,8,570.3,793.1,8,9,4,465.1,8,653.4,644.4,3,9,3,493.1,1.2,610.2,488.6,3,20,2,382.5,0.9,358.9,481.6,8,10,3,638.7,9.8,661.5,668.2,5,3,5,450,7.5,562.2,974.8,4,5,6,370.4,7.8,462.6,755.2,4,3,5,356.8,1.2,453,780.2,2,2,11,248.7,0.9,290,693.2,0,5,6,371.1,8.9,405.8,489.2
