win,first_blood,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,tower_kills_team_1,inhibitor_kills_team_1,baron_kills_team_1,dragon_kills_team_1,vilemaw_kills_team_1,rift_herald_kills_team_1,tower_kills_team_2,inhibitor_kills_team_2,baron_kills_team_2,dragon_kills_team_2,vilemaw_kills_team_2,rift_herald_kills_team_2,kills_top_team_1,assists_top_team_1,deaths_top_team_1,gold_earned_20m_top_team_1,cs_20m_top_team_1,xp_20m_top_team_1,damege_taken_20m_top_team_1,kills_middle_team_1,assists_middle_team_1,deaths_middle_team_1,gold_earned_20m_middle_team_1,cs_20m_middle_team_1,xp_20m_middle_team_1,damege_taken_20m_middle_team_1,kills_jungle_team_1,assists_jungle_team_1,deaths_jungle_team_1,gold_earned_20m_jungle_team_1,cs_20m_jungle_team_1,xp_20m_jungle_team_1,damege_taken_20m_jungle_team_1,kills_bottom_duo_support_team_1,assists_bottom_duo_support_team_1,deaths_bottom_duo_support_team_1,gold_earned_20m_bottom_duo_support_team_1,cs_20m_bottom_duo_support_team_1,xp_20m_bottom_duo_support_team_1,damege_taken_20m_bottom_duo_support_team_1,kills_bottom_duo_carry_team_1,assists_bottom_duo_carry_team_1,deaths_bottom_duo_carry_team_1,gold_earned_20m_bottom_duo_carry_team_1,cs_20m_bottom_duo_carry_team_1,xp_20m_bottom_duo_carry_team_1,damege_taken_20m_bottom_duo_carry_team_1,kills_top_team_2,assists_top_team_2,deaths_top_team_2,gold_earned_20m_top_team_2,cs_20m_top_team_2,xp_20m_top_team_2,damege_taken_20m_top_team_2,kills_middle_team_2,assists_middle_team_2,deaths_middle_team_2,gold_earned_20m_middle_team_2,cs_20m_middle_team_2,xp_20m_middle_team_2,damege_taken_20m_middle_team_2,kills_jungle_team_2,assists_jungle_team_2,deaths_jungle_team_2,gold_earned_20m_jungle_team_2,cs_20m_jungle_team_2,xp_20m_jungle_team_2,damege_taken_20m_jungle_team_2,kills_bottom_duo_support_team_2,assists_bottom_duo_support_team_2,deaths_bottom_duo_support_team_2,gold_earned_20m_bottom_duo_support_team_2,cs_20m_bottom_duo_support_team_2,xp_20m_bottom_duo_support_team_2,damege_taken_20m_bottom_duo_support_team_2,kills_bottom_duo_carry_team_2,assists_bottom_duo_carry_team_2,deaths_bottom_duo_carry_team_2,gold_earned_20m_bottom_duo_carry_team_2,cs_20m_bottom_duo_carry_team_2,xp_20m_bottom_duo_carry_team_2,damege_taken_20m_bottom_duo_carry_team_2
1,2,2,1,1,1,2,11,2,3,3,0,0,5,0,0,2,0,1,4,13,7,436.3,7.3,501.8,575.1,4,19,11,411.7,6,540.6,954.4,7,10,10,380.5,0.5,427.8,1094.5,13,13,8,391.7,1.7,447.9,645.4,12,16,10,472.9,5.8,460.9,614.7,7,14,9,379,5,370.7,1142.5,6,2,6,463.9,6.9,445.9,1112.3,16,11,8,477.9,2.6,641.1,1096.6,7,26,9,432.1,1,442.5,562.1,10,18,8,462.7,7,450.8,733
1,2,2,1,2,2,2,11,3,1,2,0,0,4,0,1,2,0,1,7,14,7,426.9,6.2,470.6,831.5,4,19,7,459.6,6.2,539.8,968.7,11,11,6,457.8,2.2,621.4,844.9,9,19,4,570.6,1.7,568.4,193.2,12,13,6,570.7,7.8,513.5,746.4,1,5,12,400,8,411.3,847.2,4,10,6,422.2,5.6,447.2,369,8,10,9,491.6,0.9,551.4,1121.5,1,19,8,243.8,0.3,234.7,819.8,16,3,8,402,7.1,350,662.7
1,2,0,1,1,1,1,8,1,1,3,0,1,2,0,0,1,0,0,3,16,5,426.2,8.8,538.5,568.8,8,12,3,407.9,8,520,720.9,11,9,9,404.9,0.6,366.2,1063.6,6,6,5,290.8,2,327.5,688.2,12,11,6,503.2,8.2,513.3,654.7,13,5,6,625.2,8.7,648.9,1262.2,2,4,9,358.4,6.2,476.4,645.4,4,9,10,387.5,0.5,455.1,1142.9,4,12,7,273.3,0.6,347.4,332.9,5,7,8,292.8,8,429.7,788.6
1,2,0,1,1,1,1,8,1,1,3,0,1,2,0,0,1,0,0,3,16,5,426.2,8.8,538.5,568.8,8,12,3,407.9,8,520,720.9,11,9,9,404.9,0.6,366.2,1063.6,6,6,5,290.8,2,327.5,688.2,12,11,6,503.2,8.2,513.3,654.7,13,5,6,625.2,8.7,648.9,1262.2,2,4,9,358.4,6.2,476.4,645.4,4,9,10,387.5,0.5,455.1,1142.9,4,12,7,273.3,0.6,347.4,332.9,5,7,8,292.8,8,429.7,788.6
2,2,2,2,2,2,1,2,0,0,1,0,1,7,1,1,3,0,1,4,12,11,396.1,4.7,485.2,970.8,5,11,12,375.2,5.1,451.4,942,6,13,10,384.1,0.6,491.8,883.6,6,12,10,198.5,0.5,323.7,481.8,12,7,8,567.6,9.5,476.8,647.1,4,14,11,392.9,7.1,537.9,1096.7,7,24,6,440.1,3.6,503.7,750.9,16,17,5,492.7,3.1,527.2,875.2,2,28,6,341,1.5,419,496.4,22,13,5,602,8,491.7,677
1,1,2,1,1,1,1,5,1,1,3,0,1,3,0,0,2,0,0,10,17,7,430.6,4.3,445.7,1175.7,6,21,9,303.7,6.3,391.5,1041.9,15,17,1,443.9,2.6,517.6,823.4,5,22,12,256.7,1.5,294.7,814.2,12,20,10,502.4,4.3,474.8,1026.5,12,4,9,488.8,6.4,505.3,784,6,8,11,393.7,5.2,453.7,956.4,12,9,6,744.7,2.6,740.3,938.1,2,21,10,313.3,0.7,368.8,811.3,6,16,12,430,5,547.5,839.5
1,1,0,1,1,1,0,9,1,1,2,0,0,3,0,0,2,0,0,4,3,9,396.3,7.2,533.9,1176.2,14,6,4,463.7,6.2,544.4,548.5,11,12,8,386,1.6,455.4,1061,5,28,4,338,0.9,444.2,413.9,12,12,8,569.9,8.1,522.8,997.5,5,6,10,474.1,7.3,548.7,916.9,5,4,7,393.1,8.6,557.6,573.9,10,8,9,608.3,2.5,764.1,915.1,3,8,11,323.8,0.7,317.6,627.8,10,6,10,647.4,8.4,545,894
2,1,2,2,2,2,1,1,0,0,2,0,1,9,2,1,3,0,1,4,7,7,387,7.1,521.9,1055.2,3,10,7,314.8,6.2,392.1,874,3,9,8,343.7,1.7,479.4,903,4,16,8,280.3,1.8,366.9,689.1,12,7,7,502.8,7.9,454.6,718.4,7,9,6,495.6,9.1,697.5,810.9,8,8,8,493.1,6.6,554.4,851.6,14,8,3,554.3,3,674.9,900,1,24,3,304.5,2.1,462.9,411.5,7,10,6,413.2,8.6,380.7,535.5
2,1,2,2,2,2,1,1,0,0,2,0,1,9,2,1,3,0,1,4,7,7,387,7.1,521.9,1055.2,3,10,7,314.8,6.2,392.1,874,3,9,8,343.7,1.7,479.4,903,4,16,8,280.3,1.8,366.9,689.1,12,7,7,502.8,7.9,454.6,718.4,7,9,6,495.6,9.1,697.5,810.9,8,8,8,493.1,6.6,554.4,851.6,14,8,3,554.3,3,674.9,900,1,24,3,304.5,2.1,462.9,411.5,7,10,6,413.2,8.6,380.7,535.5
2,1,0,2,2,1,2,3,0,0,4,0,0,10,4,2,0,0,1,6,5,12,474.5,7.1,501.2,806.7,3,8,10,327.2,3.8,394.1,857,7,11,8,413.6,0.4,438.5,1130,3,13,9,280.1,0.6,324.8,712.2,12,7,5,554.1,5.3,436.2,661,12,10,9,418,5.1,390.4,1003.6,12,9,9,557.6,6.2,509.3,735.3,8,11,5,456.5,1.8,480.1,983,6,12,3,408.6,1.8,410.6,578.7,5,14,5,402,5.6,375.9,528.2
2,1,0,1,2,1,1,5,1,0,2,0,2,8,1,1,2,0,0,2,4,13,346,4.2,382.2,1115.2,6,3,6,467,7.7,514.8,633.5,5,7,7,469.2,0.7,519.9,916.9,3,15,7,340,1,375.1,228.3,12,7,6,685.8,9.1,593.8,648.8,13,17,4,410.2,6.9,443,744.3,12,11,6,445.2,6.1,443.3,963.9,8,17,7,338.1,1.8,402,1178.1,1,30,4,268.3,2,403.3,293.6,5,16,7,297.2,6.6,421.3,580.1
1,1,2,1,1,1,2,7,1,1,2,0,0,3,0,0,0,0,1,5,6,4,356.6,4.7,447.3,644.1,1,7,4,367.3,8.5,473.9,486.8,4,7,2,367.9,0.3,416.1,679,3,17,1,268.3,2.1,298.3,304.7,12,6,0,497.7,10.5,582.4,285.6,4,2,6,513.6,7.8,456.2,769.9,1,6,4,318.4,7.3,583.4,436.6,4,5,4,432.9,0.5,481,1227.6,0,4,5,309.3,2.3,325.5,253.9,2,1,6,448.5,6.4,373.8,316.8
2,2,0,1,2,1,1,5,1,0,2,0,2,7,1,1,3,0,0,5,9,8,326.8,6.6,416.7,679.1,10,11,9,441.4,5.9,494.9,789.9,11,7,8,452.2,1.8,386.6,1223.3,2,22,9,338.6,1.4,367.2,631.6,12,9,10,598.2,8.1,495.9,768.6,12,10,6,537.5,8.6,638,848.8,4,17,5,458,7.3,555.1,676.4,8,11,8,394.3,0.3,467.1,971,3,8,13,439.5,0.9,399,667.9,17,11,8,524.6,7.9,549.9,671.3
1,1,0,0,1,1,1,7,0,1,2,0,1,1,0,0,0,0,0,1,9,0,500.3,7.6,552.8,448,8,9,3,450.4,6.3,542.7,627.3,11,11,4,591.5,2.1,546.3,1322.5,2,18,2,408.3,1.2,469.2,668.6,12,5,5,466.3,4.7,416.4,751.8,0,2,3,297.4,7.4,536.8,735.3,6,5,11,636,6.5,569.9,873.4,4,5,8,450,1.1,500,1047.2,2,4,4,491.8,1.9,344.3,601.6,2,3,8,414.9,7.7,467.2,921.8
1,1,0,1,1,2,1,10,2,1,1,0,2,4,0,0,3,0,0,16,6,6,478.5,6.5,461.5,1486.7,5,10,5,355.1,5.6,414.6,507.5,7,12,5,390.1,0.7,427.1,1083.9,2,17,9,245.6,1.6,299.5,685.4,12,13,7,524.4,5.9,430.5,640.2,0,5,13,294.6,5.7,441.6,1324.9,3,9,7,430.2,9.7,595.6,793.4,11,11,8,606.3,1.6,657.7,1240.9,3,19,6,296,1.3,393,419.5,15,3,8,635.7,6.4,504.8,607.4
1,1,2,1,1,1,1,8,1,1,4,0,1,2,0,0,0,0,0,10,9,2,545.4,9.5,623.6,811.1,3,6,2,375.7,7.7,503.1,451,6,13,4,455.2,0.5,468.2,1159.2,2,21,3,407.9,1.5,462.2,319.4,12,7,5,540.3,5.7,429.9,627,2,2,8,403.4,7.9,414.5,989.6,1,3,1,355.8,8,488.5,527.3,3,3,9,259.3,1.3,321,1248.3,0,10,8,219,1.8,254.1,607,10,4,7,520.7,6.8,419.8,746.3
1,2,0,1,0,2,2,9,1,0,0,0,1,0,0,0,3,0,1,6,5,5,480.9,6.1,491.2,817.7,7,10,1,622.5,8.7,607,648.2,10,10,6,403,0.1,486.7,962.1,1,15,8,259.7,1,363.7,684.5,12,11,4,663.5,8.6,538.3,573.5,1,4,5,321.2,4.9,463.6,730.5,7,4,6,514,6.4,473.4,674.7,8,9,7,386,1.4,428.8,1045.8,6,8,6,464.9,1.3,293.4,684.4,2,13,12,299.7,5.4,370.8,755.2
2,2,2,2,0,2,2,4,0,0,0,0,0,8,1,0,4,0,1,2,3,7,354.2,9.3,537.2,815.6,5,6,7,406.4,6.9,477.9,962.7,6,9,5,425.7,1.9,443.2,635.4,1,18,7,303.6,1.7,398.5,575.2,12,5,7,463.6,6.9,463.8,718.3,6,2,4,518,10.1,603.1,465.5,10,6,3,532.6,7.3,495.6,551.3,7,11,7,355.1,0.9,488.9,796.7,1,15,6,305.4,2.6,408.7,670.4,9,8,6,451.8,9,481.3,666.2
1,1,2,1,1,2,2,9,3,2,1,0,0,4,1,0,3,0,1,4,19,4,483,7.7,530.3,411.3,16,13,9,593.6,7.1,550.7,974.3,9,20,8,496,0.9,505.9,1488.1,0,28,8,273,0.4,459.1,640.6,12,21,4,459,7.2,518,622.1,2,9,9,286.9,5.5,454.8,1223.1,4,15,10,440.5,6.9,506.5,1180.9,10,15,8,454.4,1.4,536.7,1329.2,4,22,6,382,2.4,469.9,824.2,13,14,8,551,7.4,448,786
1,2,0,1,1,2,1,8,2,1,2,0,1,2,0,0,1,0,0,7,15,5,368.2,5.8,496.4,1283.7,5,16,2,387.3,5.4,406.5,608.9,11,13,6,483.3,1.5,467.3,911.4,8,21,2,492.6,1.9,520.3,298.4,11,9,7,540.3,3.8,489.7,1245.9,4,8,6,485.9,6.1,607.6,830.1,1,5,8,347.6,7.5,509.4,671.3,8,1,7,416.1,1,442,1211.4,2,8,12,228.5,1.3,218.7,896.2,7,6,9,498.9,5.8,428.8,865.1
2,1,0,2,0,2,1,2,0,0,0,0,1,9,1,0,4,0,1,6,6,9,470.5,6.9,653.6,957.6,2,5,6,354.3,5.1,348.2,848.6,7,8,7,371.8,1.7,418.4,1003.2,7,17,5,337.7,0.9,448.7,418.1,11,9,8,520.6,7.7,545.5,1009.4,3,6,9,377.6,6.2,545.6,857.1,12,7,4,496.1,6.4,534.5,949.8,7,10,8,547.6,2.6,590.6,1191.6,2,21,6,380,1.4,499.9,1014.2,11,8,6,678,8.2,575.5,561.7
1,2,2,1,1,1,1,10,2,1,2,0,2,2,0,0,2,0,0,3,10,5,430.6,5,539.4,609.5,12,11,3,471.8,6,372.5,1303.7,12,7,3,485.3,1,475.6,891.1,5,21,6,376.7,1.5,364.7,696.5,11,11,5,396.7,6.2,427.4,630.5,7,7,2,738.8,8.4,641.4,759.7,1,5,10,295.4,4.7,390.9,818.5,3,8,10,358.7,0.3,422.8,795.2,3,7,12,278.6,0.4,284.7,1084.8,8,7,9,424.7,6.8,480,797.9
1,1,0,1,1,1,1,8,1,1,3,0,1,3,0,0,1,0,0,4,5,6,441.4,6.7,551.8,712.5,7,5,4,700.2,8.2,749.5,759.6,5,10,6,348.9,0.8,362.9,1088,5,13,5,252.2,1.5,343.7,556.1,11,6,3,521.2,9.3,521,516.5,4,4,5,340.9,5.7,410.1,812,4,4,8,363.7,7,434.5,463.6,8,6,5,443.9,0.9,578.3,1159,3,11,7,274.8,1,302,585.9,5,7,7,476,8.5,527.1,592.6
1,2,0,1,0,2,1,11,2,0,2,0,1,1,0,0,2,0,0,5,7,5,406.7,7.8,596.1,1107.5,13,6,1,464.9,3.4,479.6,840.3,12,13,8,359.2,0.4,368.5,1095.4,4,25,4,254.4,1.3,277.6,628.2,11,13,4,439,6,485.4,466.6,2,7,8,390.2,5.9,500,1326.4,4,7,7,495.4,8.1,543.8,498,5,3,9,356.9,0.6,361.9,1157,1,11,10,231.7,1.1,294.1,637.2,10,5,11,605.3,5.7,457.2,740.4
1,2,2,1,1,1,2,7,1,1,2,0,0,3,0,0,1,0,1,3,9,1,365.3,5.5,523.4,376.9,8,7,1,557.9,8.3,588.3,401.1,9,10,4,573.9,1.2,700.9,1094.2,4,19,8,379.7,1.9,496.7,604.1,11,9,5,514,4.8,593.2,299.7,1,3,7,423.4,7.2,489.2,768.2,4,4,7,398,7.4,462.7,1164.8,4,7,4,372,1.7,459.5,1130.9,0,10,9,216.3,2.3,279.7,740.3,10,4,8,505.3,6.3,466.6,871.6
1,2,0,1,1,1,1,10,2,1,2,0,1,0,0,0,0,0,0,2,5,4,368.4,6.7,502.7,566.5,13,3,1,611.9,10.8,766,895.1,7,9,3,478.1,0.4,570.1,1243.2,4,13,2,370.9,1.9,425,480.1,11,6,2,590.3,8.4,549.6,613.9,5,2,4,461.3,8.9,579.2,1138.3,2,2,9,252.8,4.4,332.1,678.3,3,3,10,403.1,0.2,430.7,1237.8,0,6,7,214.6,1,301.2,593.1,2,3,7,312.2,6.9,419.2,767.6
1,2,0,1,1,1,1,10,2,1,2,0,1,0,0,0,0,0,0,2,5,4,368.4,6.7,502.7,566.5,13,3,1,611.9,10.8,766,895.1,7,9,3,478.1,0.4,570.1,1243.2,4,13,2,370.9,1.9,425,480.1,11,6,2,590.3,8.4,549.6,613.9,5,2,4,461.3,8.9,579.2,1138.3,2,2,9,252.8,4.4,332.1,678.3,3,3,10,403.1,0.2,430.7,1237.8,0,6,7,214.6,1,301.2,593.1,2,3,7,312.2,6.9,419.2,767.6
1,1,0,1,1,1,0,8,2,1,3,0,0,4,0,0,2,0,0,17,10,4,472.2,5.7,621.6,862.1,6,11,11,326.4,6.4,517.7,1035.3,20,15,8,582,1.6,627.7,1486.7,3,23,6,370.9,1.2,433.3,430.7,11,16,7,727.1,10.4,591.3,320.7,7,5,12,325.9,8,507.9,908.8,7,3,12,433.7,8.7,552.3,697.3,8,12,11,378.5,1.1,458.6,971.5,2,12,13,247.4,1.5,365,811.8,12,8,9,463.1,5.6,400.5,728.8
1,2,0,1,2,1,1,11,1,0,2,0,2,2,0,1,1,0,0,10,5,6,491.4,5.1,584.2,1126.9,14,7,5,646.8,6.9,599.9,980,9,12,8,539.3,0.2,584.4,1169.3,3,17,8,325.7,0.7,366.3,731.2,11,10,3,599.8,8.3,603.1,459.9,6,8,7,429.5,5,420.7,1141.2,3,2,12,248.8,4.8,335.8,1063.7,3,12,13,328.5,0.7,366.6,1327.1,4,15,8,263,1.3,420.7,795.6,14,6,7,616.6,9.4,606.3,787.7
1,2,0,1,0,2,1,8,1,0,2,0,1,2,0,0,2,0,0,19,9,4,733.6,8.9,756.6,1367.1,10,9,3,470.4,5.9,564.6,1321.2,7,11,6,425.4,1.1,433.3,1151.1,3,24,8,372.1,0.8,366.5,723.7,11,8,5,568.8,6.5,506.6,553.7,4,6,12,340,4.9,393.3,1088.9,2,6,10,317.7,5.4,389.1,1228.5,4,4,8,329.7,0.2,375.3,1139,6,6,11,507.3,1.1,327.5,878.2,10,8,9,647.5,7.3,625,951.6
1,2,2,1,1,1,2,8,1,1,2,0,0,4,0,0,0,0,1,5,8,3,590,8.8,635.6,1067.2,0,6,6,312.7,6.4,472.7,1135.5,11,5,6,639.5,1.2,589.4,1200.7,2,17,6,346,1,421.4,658.4,11,5,2,534.7,7.8,544.8,568.9,5,1,4,460.5,8.5,505.3,1161.3,4,7,7,342.3,6.3,421.2,1140.8,5,3,5,329.1,0.8,368.5,784.4,6,4,6,419.5,2.9,365.8,615.1,3,6,7,446.7,7.6,382.4,738.5
1,1,0,1,1,1,2,11,3,1,3,0,1,2,0,0,0,0,1,7,1,7,391.8,9.3,591.8,580.2,6,3,5,501.4,8.2,469.2,714.9,4,7,4,427.8,0.8,565.8,1012.8,2,18,5,281.2,1.5,330.7,327.3,11,12,3,551.7,9.9,566.3,451,3,2,5,532.3,10.1,568.7,1202.1,8,3,4,443.4,7.3,496.3,680.5,7,7,5,439.7,1.5,426,998.4,1,7,10,214.4,0.6,365.9,400.7,5,5,6,442.7,8.8,426,664
1,1,2,1,1,2,1,11,3,1,2,0,1,3,0,0,2,0,0,5,7,7,443.3,7.8,528,879.4,11,9,3,547.6,7,536.1,447.7,9,19,3,452.5,0.6,434.9,538.6,1,12,7,267.4,0.7,318.3,376,11,7,2,585.2,9,528.6,229.8,3,5,8,366.3,6,398.5,444.5,1,3,8,350,6,304.2,940.7,9,6,8,444.5,1.1,590.1,551.8,4,8,5,271.1,0.5,238.9,725.2,5,7,8,433.5,8.2,366.1,559.6
1,2,0,1,0,1,1,8,1,0,3,0,1,0,0,0,0,0,0,4,5,4,457.2,6.6,546.4,944.4,7,3,2,599.9,9.4,690.4,481,5,4,3,350.5,0.4,525.5,928.6,1,15,4,337.6,1,453.1,457.1,11,3,3,598.7,8.2,596.4,749.7,3,3,6,399.7,8.7,543.8,1111.7,2,1,4,396.7,7.1,490.6,625.2,9,4,7,506.4,1,563.2,1549.6,0,10,6,244.2,0.7,353,661.6,2,4,5,320.1,6.6,349.7,694.8
1,2,0,1,0,1,1,8,1,0,3,0,1,0,0,0,0,0,0,4,5,4,457.2,6.6,546.4,944.4,7,3,2,599.9,9.4,690.4,481,5,4,3,350.5,0.4,525.5,928.6,1,15,4,337.6,1,453.1,457.1,11,3,3,598.7,8.2,596.4,749.7,3,3,6,399.7,8.7,543.8,1111.7,2,1,4,396.7,7.1,490.6,625.2,9,4,7,506.4,1,563.2,1549.6,0,10,6,244.2,0.7,353,661.6,2,4,5,320.1,6.6,349.7,694.8
2,2,0,2,2,2,2,2,0,0,2,0,0,8,1,1,2,0,1,3,8,7,350.1,5.7,440.6,758.3,5,3,5,454,8.6,559.1,716.8,2,11,10,294.1,0.7,437.8,764.8,1,12,10,277.4,0.6,331.5,646.6,11,5,7,596.6,7.4,467.2,782.7,1,9,4,444.1,10.2,611.2,759.9,15,6,5,761.3,9,641.6,1351.4,3,20,2,446.6,0.2,450.3,503.3,3,21,6,336.2,0.4,370,510,17,5,5,490.6,7.8,444.2,703.1
1,2,0,1,1,2,2,10,2,2,3,0,0,3,0,0,2,0,1,7,12,7,537.8,7.3,567.1,966,4,18,12,326.9,4.5,388.7,1000.1,12,14,10,476.7,0.8,641.8,1306,17,11,12,493.1,3.5,447.9,856.5,10,10,11,514.4,5.3,381.4,1018.5,5,13,7,499.8,7.4,609.9,1069.1,11,17,9,478.7,2.5,451.8,920.1,15,12,10,421.3,1.4,435.5,1377.6,4,30,11,282,0.8,456.6,925.7,17,7,13,466.2,8.8,499,906.7
2,2,2,2,1,2,2,3,0,2,1,0,0,10,5,0,5,0,1,14,7,9,687.4,9.5,868.4,1252,4,21,10,284.6,6,496.3,818.5,11,22,11,458.6,1,445.2,1149.1,9,21,14,299.6,0.9,239.1,734.8,10,12,10,259.5,5.6,319.3,781.7,7,6,10,497.8,7.4,559.6,1019.2,16,10,8,506.8,7.7,541.6,641.6,8,10,8,470.1,1.7,583.9,1033.9,4,21,11,394.7,1.3,415.5,592.2,19,8,11,648.1,7.9,577.9,857.2
2,1,0,1,2,2,1,6,1,0,1,0,1,8,2,1,3,0,0,4,7,6,549.3,9.1,547.9,702.9,7,13,5,401.1,7.3,547.8,501,2,13,9,351.4,0.6,438,1449.4,6,15,7,410,1.4,440.4,473.6,10,9,9,486.7,5.8,446.3,542.7,8,12,3,368.5,8,561.8,299.7,8,9,8,496.9,6.6,510.1,737.8,7,15,5,464.9,2.3,491.9,1239.4,1,21,5,330,2.6,391.2,800.7,10,10,8,417.3,7.1,435.9,958.3
2,2,0,1,1,2,0,6,2,1,1,0,0,7,1,2,6,0,0,8,15,5,390,7.2,547.1,564.6,5,22,5,276.6,5.9,426.8,638.4,9,13,14,367.3,1,358.6,1048,5,25,6,302.1,0.9,337.1,389.8,10,13,8,488.9,6.4,456.7,751.4,6,6,8,364.4,6,456.7,840.8,7,7,6,321.6,7.4,440.8,669.9,5,8,6,326.6,1,417.7,939.3,6,20,6,313.5,0.7,357.3,510,14,8,12,587.1,8.7,660.6,910.6
2,1,0,2,2,1,1,5,0,0,1,0,1,10,2,2,4,0,0,5,1,8,339.7,7.6,408.2,693.6,8,4,11,457.2,6.7,532.1,936.9,3,11,11,396.4,0.4,453.3,1124.6,5,14,9,487.2,0.8,520.9,741,10,8,4,676,9.2,666.3,589.1,6,7,6,443.1,9,579.7,848.7,12,9,6,489.8,4.9,556.5,970.7,18,6,6,538.8,0.8,658.3,1134.6,2,14,7,245.8,0.8,267.6,781.1,5,6,6,395.3,7.5,414.9,877
2,1,2,1,1,1,1,9,2,1,2,0,1,7,1,2,3,0,0,5,17,10,426.6,6.9,538.8,607.6,18,13,11,563.7,8.3,651.7,678.7,12,15,8,389.9,0.7,363.2,1075.2,4,27,9,308.2,1.5,348.4,938.4,10,27,8,348.4,6.4,410,706.6,9,18,6,541.7,9.9,636.2,795.4,11,15,5,500.6,8,484.3,431.6,6,19,14,410.5,0.7,461.1,1229.4,5,29,10,477,1,433.1,780.2,15,13,14,448.8,5.2,483.3,858.2
1,2,2,1,1,2,0,9,1,2,2,0,0,4,0,0,2,0,0,4,12,9,271.7,3.4,371.5,811.1,12,11,7,437.4,7.8,499.6,697.2,7,11,7,454.2,0.8,383,1312.8,4,13,10,236.9,0.7,330.4,513.6,10,10,4,497.6,9.2,538.9,141.4,12,3,7,529.2,7.7,590.1,645.8,7,13,5,368.6,6.5,444.1,695.7,4,12,5,474.5,2,582.4,672.1,2,15,11,281.5,0.9,313.6,555.9,12,2,10,416.2,7.1,449.4,522.5
1,2,0,1,0,1,1,9,1,0,3,0,1,1,0,0,0,0,0,6,1,4,577.5,7.9,679.6,870.3,6,6,3,528.8,8.7,604.3,741.1,3,8,4,422.2,0.4,440.3,648.6,4,9,8,415,1.1,457.4,585.7,10,4,4,529.9,8.6,531.9,655,5,3,4,476,6.2,499.6,653.1,6,6,3,516.8,9.3,761.8,743.6,8,5,8,400.2,0.2,393.6,1179,2,7,8,225.7,1.6,308.3,730.9,2,4,6,336.8,6.5,440.7,578
2,1,0,2,1,2,2,3,0,2,2,0,0,8,1,0,2,0,1,4,2,7,361.1,8.7,515.4,511.5,5,14,8,506.3,8.2,587.2,1416.3,8,12,9,472.1,1.5,532.7,1187.9,3,11,4,247.4,1.9,288.3,268.6,10,6,4,536.5,9.8,457.2,311.3,7,8,5,395.7,9.5,575.8,848.9,9,11,4,458.4,6,531,994,5,14,9,293.3,0.9,386.3,934.5,5,18,9,306.2,0.4,352.5,495.2,6,13,3,390.1,9.8,533.5,163.5
2,1,0,2,2,2,0,3,0,0,2,0,0,9,2,1,1,0,0,5,7,9,402.3,5.6,441.4,1017.7,7,3,5,437.3,7.4,421.9,508.3,2,12,9,307.6,1.2,392.3,1218.8,3,12,6,365.8,1.6,386.7,426.6,10,4,9,519.4,7.9,425.3,588.3,17,6,2,452.4,5.3,454.1,391.2,5,4,5,390.7,8.4,536.7,559.9,4,16,8,413.8,1.5,630.4,1221.9,3,16,7,273,1.1,322.2,552.6,8,14,5,421.4,5.8,414.2,463.4
2,1,0,2,2,2,0,3,0,0,2,0,0,9,2,1,1,0,0,5,7,9,402.3,5.6,441.4,1017.7,7,3,5,437.3,7.4,421.9,508.3,2,12,9,307.6,1.2,392.3,1218.8,3,12,6,365.8,1.6,386.7,426.6,10,4,9,519.4,7.9,425.3,588.3,17,6,2,452.4,5.3,454.1,391.2,5,4,5,390.7,8.4,536.7,559.9,4,16,8,413.8,1.5,630.4,1221.9,3,16,7,273,1.1,322.2,552.6,8,14,5,421.4,5.8,414.2,463.4
2,1,2,2,2,2,0,2,0,0,0,0,0,7,1,1,4,0,0,5,11,9,432.8,7.4,639.5,1244.5,3,7,6,316.4,6.1,464.7,560.9,11,7,9,493.6,1.2,503.8,896.5,2,17,11,272.3,2.4,362.2,701.3,10,5,7,329.9,6.5,363.5,584.1,5,5,8,418.1,5.6,403.9,1068.6,5,8,8,452.6,7.7,536.8,991.7,11,15,4,467.3,0.9,483.2,1190.9,4,21,8,344.6,0.5,553.3,344.5,17,17,3,627.4,10,634.7,558.1
1,1,0,1,1,2,1,7,1,2,4,0,2,5,0,0,1,0,0,5,15,6,384.3,6.7,542.3,1073.8,9,12,4,488.1,5.2,429.5,505.2,11,18,3,438.8,1.7,393.2,1113.9,2,18,7,234.3,0.8,255,679.7,10,17,7,456,4.9,414.8,604.3,1,7,10,299.9,7.3,436.4,906.3,8,4,3,435.7,5.4,413.5,1069.1,5,10,10,315.6,0.7,409.9,1103.1,6,14,5,376.9,1.5,333.6,651.4,7,13,9,494.3,7.2,383.4,925.6
1,1,0,1,2,2,2,10,2,0,3,0,0,5,0,1,1,0,1,4,6,3,472.8,9.6,568.2,757.2,5,11,3,458.5,9.3,610,647,10,7,2,470.4,1.5,482.3,815.7,2,13,4,284,0.6,313.9,414.6,10,7,6,596,8.5,511.6,420,0,3,6,345.5,7.4,492.6,1038.3,2,6,5,423.3,9.4,551.3,657,11,2,6,495.9,1,530.2,1164.1,1,7,9,296.8,0.7,355.2,576.1,4,1,5,387.1,6.7,386.8,629.7
